601.0,1492.4146000000003
602.0,1484.4146000000003
603.0,1485.318921800456
604.0,1492.7966235220904
605.0,1489.2024739953335
606.0,1479.5649318641435
607.0,1505.0349290640386
608.0,1544.266456157635
609.0,1533.0277492221535
610.0,1508.3648162207016
611.0,1496.4367456572468
612.0,1486.5560093336792
613.0,1519.3915302048224
614.0,1555.0689522945293
615.0,1540.836128856624
616.0,1526.7786278780334
617.0,1514.8526789047912
618.0,1501.4737055224264
619.0,1479.7034177339897
620.0,1463.82741415608
621.0,1468.9593820067412
622.0,1475.4755596349307
623.0,1485.3708095830743
624.0,1489.2672707285453
625.0,1482.6004312159707
626.0,1486.2778483277161
627.0,1503.462188488462
628.0,1517.1720914747973
629.0,1527.479081725783
630.0,1515.6998718693278
631.0,1487.7159465387615
632.0,1459.6298261343027
633.0,1431.4882653357542
634.0,1436.1763577058696
635.0,1453.644206699854
636.0,1498.268854653874
637.0,1550.051587347678
638.0,1563.4769943997924
639.0,1570.8080807363235
640.0,1499.5639637004788
641.0,1423.517907181746
642.0,1465.8357708063252
643.0,1510.4380458905875
644.0,1582.2321864143112
645.0,1636.9713112424809
646.0,1594.3022591785939
647.0,1544.4289918589584
648.0,1469.1025723619393
649.0,1422.6964005703917
650.0,1446.3780184080895
651.0,1466.9135588052275
652.0,1481.9425984235638
653.0,1485.95104646098
654.0,1475.6570355716876
655.0,1478.8929787918075
656.0,1495.301067980296
657.0,1494.9962990043555
658.0,1482.4994103920344
659.0,1458.0420403940877
660.0,1427.1387476795426
661.0,1437.0247175006493
662.0,1462.671074773141
663.0,1474.7651584733462
664.0,1483.3173260734293
665.0,1491.3608243194194
666.0,1499.3245266787656
667.0,1525.788329582576
668.0,1553.168294752127
669.0,1533.4783963907912
670.0,1514.5410552242681
671.0,1504.3771973036041
672.0,1495.236052631579
673.0,1491.8676315789476
674.0,1483.1079240821414
675.0,1455.4544289566488
676.0,1428.9089203007527
677.0,1405.029221052632
678.0,1397.2167615763544
679.0,1417.3448403940886
680.0,1443.5781677037958
681.0,1477.689866521468
682.0,1501.053494736842
683.0,1514.0159007518796
684.0,1509.1496385273526
685.0,1491.3570536168004
686.0,1467.393947106409
687.0,1440.1257454884876
688.0,1436.1354619134042
689.0,1441.0724595799845
690.0,1443.5213233082707
691.0,1445.3258345864663
692.0,1444.2053662103297
693.0,1442.631522609417
694.0,1432.3171141820064
695.0,1421.3837252787134
696.0,1406.5213970443344
697.0,1393.491688238955
698.0,1401.4231339970963
699.0,1405.9889211822654
700.0,1391.777876328753
701.0,1378.934023334198
702.0,1370.8401680062227
703.0,1371.9055074673295
704.0,1394.8597700684493
705.0,1407.9649163080114
706.0,1404.0530677210268
707.0,1389.5886543427544
708.0,1361.5896914182013
709.0,1354.569896079651
710.0,1367.7388444306155
711.0,1411.8946834327178
712.0,1478.378997666579
713.0,1490.0524190303347
714.0,1472.5611045372052
715.0,1477.95293683883
716.0,1492.0594500103712
717.0,1474.7604762250455
718.0,1449.4029444646098
719.0,1437.2062460980037
720.0,1427.023202281566
721.0,1459.5914774942962
722.0,1494.4067164635726
723.0,1477.8409918071038
724.0,1462.3091564428312
725.0,1458.3672326678766
726.0,1453.4333163244137
727.0,1443.0246874092509
728.0,1435.9766543946073
729.0,1440.5040072595284
730.0,1444.717871143376
731.0,1448.1879255898368
732.0,1443.7755488487858
733.0,1425.8259533291841
734.0,1415.9055931034484
735.0,1416.220864039409
736.0,1402.6843576354672
737.0,1375.897735908738
738.0,1366.696462352209
739.0,1370.094097697573
740.0,1386.3218757065065
741.0,1409.3314686543936
742.0,1413.636929634431
743.0,1410.872605029816
744.0,1399.9472424808134
745.0,1386.9457904998967
746.0,1399.9026049261079
747.0,1416.7794522167485
748.0,1465.8459109670723
749.0,1516.512156813939
750.0,1530.0000224019911
751.0,1537.3721900440767
752.0,1477.5303440497803
753.0,1421.0456151931553
754.0,1382.8765718952552
755.0,1351.2184872433104
756.0,1341.8080952084629
757.0,1334.9669686284676
758.0,1334.1782727508426
759.0,1351.865151672285
760.0,1401.0780114078311
761.0,1417.8774446172986
762.0,1393.590470960381
763.0,1388.026734923516
764.0,1400.2657808141046
765.0,1410.78145154265
766.0,1420.0700177858444
767.0,1419.68842584526
768.0,1414.226903339556
769.0,1419.3185653616806
770.0,1428.3691227897334
771.0,1395.3791107078034
772.0,1351.7934223489776
773.0,1389.2155028002464
774.0,1438.7207921593003
775.0,1449.4513914441272
776.0,1457.2347724137944
777.0,1424.1349539019975
778.0,1391.450107031737
779.0,1363.2438220286258
780.0,1339.1104104226083
781.0,1336.9455154264972
782.0,1330.9971377236197
783.0,1312.2307389681102
784.0,1299.2357741132546
785.0,1299.7460416925949
786.0,1313.4982196007254
787.0,1349.7009678506608
788.0,1387.4527529167747
789.0,1427.1561493388647
790.0,1448.4169491806679
791.0,1452.2398075088156
792.0,1429.5579627689913
793.0,1388.1200576613944
794.0,1353.1911394866472
795.0,1321.6588605133516
796.0,1319.1651101431241
797.0,1327.4880721841944
798.0,1354.1843763028269
799.0,1385.4682757065086
800.0,1415.4472241638591
801.0,1445.2341051594517
802.0,1434.4130952084624
803.0,1420.7839460202217
804.0,1383.0100284677194
805.0,1347.939446668395
806.0,1341.4903929997408
807.0,1338.4388472308644
808.0,1353.5202618751298
809.0,1371.1119907700297
810.0,1397.1363620430384
811.0,1421.0563836660608
812.0,1440.0872366606163
813.0,1452.7084420244762
814.0,1454.5275666874093
815.0,1451.2177990666326
816.0,1441.48536453202
817.0,1435.275758361421
818.0,1432.3771324863885
819.0,1415.7062611491397
820.0,1389.345547604232
821.0,1388.9506593725691
822.0,1402.0157358568833
823.0,1428.959337568058
824.0,1461.0334884625358
825.0,1490.2386925948974
826.0,1518.7338180875336
827.0,1531.1396734767955
828.0,1541.2091575317606
829.0,1520.1366073113816
830.0,1497.4363319850652
831.0,1486.592627359469
832.0,1475.224812704174
833.0,1458.4117455535386
834.0,1441.4226512833804
835.0,1423.504580243712
836.0,1411.553176104543
837.0,1419.4872146857501
